상경관,="0101",1003,통합치위생관리과정Ⅰ,김경민
상경관,="0101",415,신경계물리치료임상실습(산학연계학),김병조
상경관,="0101",416,근골격계물리치료임상실습(산학연계학),이수경
상경관,="0101",507,진단조직학,박충무
상경관,="0101",515,임상화학실습Ⅰ,임용
상경관,="0101",603,기초의학용어,박지경
상경관,="0101",903,지역사회구강보건학,김윤주
상경관,="0101",907,통합치위생관리과정Ⅱ,김혜진
상경관,="0102",109,철학의향기와역사이야기,이은정
상경관,="0102",206,디지털제어및실습,황이철
상경관,="0102",209,영어회화,폴포터
상경관,="0102",322,커리어의사소통및문제해결능력,윤혜경
상경관,="0102",411,철학의향기와역사이야기,구자상
상경관,="0102",510,전기기기Ⅱ,이철균
상경관,="0102",512,영어회화,리크레이그존
상경관,="0102",611,영어회화,해즐턴새뮤얼깁스
상경관,="0102",613,디지털신호처리,최훈
상경관,="0102",615,영어회화,얀커트
상경관,="0102",617,영어회화,제이하프
상경관,="0102",710,영어회화,찰스
상경관,="0102",713,영어회화,팀멘기니
상경관,="0102",714,전기자기학Ⅱ,이유종
상경관,="0102",814,기초프로그래밍Ⅱ,장성진
상경관,="0102",816,기초프로그래밍Ⅱ,이숙자
상경관,="0102",912,모바일컴퓨팅,김민영
상경관,="0102",914,철학의향기와역사이야기,박진
상경관,="0102",915,컴퓨터네트워크,장희숙
상경관,="0103",201,무도Ⅰ,김기범
상경관,="0103",403,골프,유병인
상경관,="0104",1003,통합치위생관리과정Ⅰ,김경민
상경관,="0104",211,의료경영학원론,김창태
상경관,="0104",315,건강정보보호,박일수
상경관,="0104",407,임상운동학,김병조
상경관,="0104",415,아동재활현장실무(산학연계학),김준석
상경관,="0104",416,근골격계물리치료임상실습(산학연계학),이수경
상경관,="0104",507,신경및초음파검사학,현경예
상경관,="0104",601,기생충학,염종화
상경관,="0104",903,구강병리학,윤하영
상경관,="0104",907,통합치위생관리과정Ⅱ,김혜진
상경관,="0104",909,임상치위생학및실습Ⅳ,이정화
상경관,="0104",909,임상치위생학및실습Ⅳ,이정화
상경관,="0105",401,농구지도,윤병곤
상경관,="0105",403,중급골프,박재영
상경관,="0106",109,문학과삶(슬로리딩),최미현
상경관,="0106",110,문학과삶(슬로리딩),박철
상경관,="0106",209,미디어사진학,이준상
상경관,="0106",210,영어회화,아데
상경관,="0106",306,영어회화,다니엘블리드
상경관,="0106",410,계측시스템공학,백운보
상경관,="0106",412,응용유체및실험,이상현
상경관,="0106",511,전력공학Ⅱ,손광명
상경관,="0106",512,전기설비설계,최헌일
상경관,="0106",514,프로그래밍언어및실습,한창욱
상경관,="0106",610,컴퓨터언어및실습Ⅱ,김지홍
상경관,="0106",610,컴퓨터언어및실습Ⅱ,김지홍
상경관,="0106",613,로봇공학,신진호
상경관,="0106",615,문학과삶(슬로리딩),정윤희
상경관,="0106",710,문학과삶(슬로리딩),배정자
상경관,="0106",713,차세대통신망(산학연계학),김동일
상경관,="0106",714,캡스톤디자인Ⅰ,신문걸
상경관,="0106",810,운영체제,장승주
상경관,="0106",811,철학의향기와역사이야기,이준영
상경관,="0106",812,철학의향기와역사이야기,김명우
상경관,="0106",816,자바프로그래밍,장수미
상경관,="0106",912,시스템프로그래밍,김성우
상경관,="0106",912,시스템프로그래밍,김성우
상경관,="0106",913,영어회화,찰스
상경관,="0106",914,영어회화,제이하프
상경관,="0107",1003,통합치위생관리과정Ⅰ,김경민
상경관,="0107",212,보건의료관계법규,박일수
상경관,="0107",213,병원회계,이정은
상경관,="0107",415,물리치료측정및평가,김준석
상경관,="0107",512,임상조직검사학실습,박충무
상경관,="0107",515,임상화학실습Ⅰ,임용
상경관,="0107",601,임상병리학실습Ⅲ(산학연계학),현경예
상경관,="0107",608,물리적인자치료임상실습(산학연계학),정주현
상경관,="0107",708,지식재산권의이해,원대규
상경관,="0107",907,통합치위생관리과정Ⅱ,김혜진
상경관,="0107",909,치주과학Ⅱ,윤하영
상경관,="0108",1003,통합치위생관리과정Ⅰ,김경민
상경관,="0108",212,보건의료관계법규,박일수
상경관,="0108",213,병원회계,이정은
상경관,="0108",512,임상조직검사학실습,박충무
상경관,="0108",608,물리적인자치료임상실습(산학연계학),정주현
상경관,="0108",708,지식재산권의이해,원대규
상경관,="0108",907,통합치위생관리과정Ⅱ,김혜진
상경관,="0109",101,지역사회간호학실습(산학연계학)Ⅱ,김남희
상경관,="0110",307,논문지도(석),김성훈
상경관,="0110",417,생화학 특론,박정하
상경관,="0111",114,간호관리학실습(산학연계학),김명자
상경관,="0111",115,성인간호학실습(산학연계학)Ⅱ-Ⅱ,하이경
상경관,="0111",116,성인간호학실습(산학연계학)Ⅱ-Ⅱ,이유미
상경관,="0111",117,노인질환관리실습Ⅱ,서유진
상경관,="0112",114,간호관리학실습(산학연계학),김명자
상경관,="0112",115,성인간호학실습(산학연계학)Ⅱ-Ⅱ,하이경
상경관,="0112",116,성인간호학실습(산학연계학)Ⅱ-Ⅱ,이유미
상경관,="0112",117,노인질환관리실습Ⅱ,서유진
상경관,="0201",306,인적자원관리,권혁기
상경관,="0201",404,마케팅커뮤니케이션,강명주
상경관,="0201",406,중급회계Ⅰ,변설원
상경관,="0201",502,인사관리,조상리
상경관,="0201",506,빅데이터와지식경영,박기남
상경관,="0201",607,마케팅조사와고객전략(캡스톤디자인),김상조
상경관,="0201",707,엑셀활용,황성원
상경관,="0201",903,관광해설의이해,이은주
상경관,="0201",908,외식산업통계학,정선미
상경관,="0202",108,CAE모터설계및실습,장성욱
상경관,="0202",109,철학의향기와역사이야기,이은정
